Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Gary Smith, Jay Cordes","Using Bad Data",2019,"The 9 Pitfalls of Data Science","Oxford University Press","https://doi.org/10.1093/oso/9780198844396.003.0002","",274,"2025-02-06 14:28:58","book-chapter","10.1093/oso/9780198844396.003.0002","","",,,3,32,0,0.00,0,2,6,"<p>Good data scientists consider the reliability of the data, while data clowns don’t. Reported data sometimes systematically misrepresent the phenomena being recorded. Data can be deformed by extremely unusual data—outliers—which can be clerical errors, measurement errors, or flukes that can mislead us if not corrected. Other times, outliers are valuable data. We should always consider if data are skewed by unusual events or distorted by unreported “silent data.” If something is surprising about top-ranked groups, look at the bottom-ranked groups. Consider the possibility of survivorship bias and self-selection bias. Incomplete, inaccurate, or unreliable data can make clowns out of anyone.</p>","",""
0,"Thomas Bocklitz","Data science for inverse modelling of photonic measurement processes and FAIR data management of photonic data",2024,"Data Science for Photonics and Biophotonics","SPIE","https://doi.org/10.1117/12.3025285","",275,"2025-02-06 14:28:58","proceedings-article","10.1117/12.3025285","","",,,19,19,0,0.00,0,1,1,"","",""
0,"Orit Hazzan, Koby Mike","Data Science Teacher Preparation: The “Method for Teaching Data Science” Course",2023,"Guide to Teaching Data Science","Springer International Publishing","https://doi.org/10.1007/978-3-031-24758-3_18","",276,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-031-24758-3_18","","",,,265,281,0,0.00,0,2,2,"","https://link.springer.com/content/pdf/10.1007/978-3-031-24758-3_18",""
0,"Yumin Zhou, Longyan Luo, Xingwang Yang, Tingting Feng","Performance Evaluation Model for Science Research Teams based on Data Envelopment Analysis",2021,"2021 International Symposium on Computer Technology and Information Science (ISCTIS)","IEEE","https://doi.org/10.1109/isctis51085.2021.00047","",277,"2025-02-06 14:28:58","proceedings-article","10.1109/isctis51085.2021.00047","","",,,190,193,0,0.00,0,4,4,"","http://xplorestaging.ieee.org/ielx7/9603283/9603419/09603660.pdf?arnumber=9603660",""
0,"Stephan Kuehnel, Uwe Neuhaus, Jens Kaufmann, Michael Schulz, Emal M. Alekozai","Correction to: Using the Data Science Process Model Version 1.1 (DASC-PM v1.1) for Executing Data Science Projects: Procedures, Competencies, and Roles",2023,"Apply Data Science","Springer Fachmedien Wiesbaden","https://doi.org/10.1007/978-3-658-38798-3_14","",279,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-658-38798-3_14","","",,,,,0,0.00,0,5,2,"","https://link.springer.com/content/pdf/10.1007/978-3-658-38798-3_14",""
0,"Chong Ho Alex Yu","Why Data Science?",2022,"Data Mining and Exploration","CRC Press","https://doi.org/10.1201/9781003153658-2","",280,"2025-02-06 14:28:58","book-chapter","10.1201/9781003153658-2","","",,,22,46,0,0.00,0,1,3,"","",""
0,"Murali Krishna Pasupuleti","Advanced Data Science and Analytics",2024,"Data Science and Analytics","National Education Services","https://doi.org/10.62311/nesx/97899","",283,"2025-02-06 14:28:58","book-chapter","10.62311/nesx/97899","","",,,24,39,0,0.00,0,1,1,"Abstract: The chapter ""Advanced Data Science and Analytics"" provides a comprehensive exploration of advanced data science concepts, methodologies, and applications. It begins with an introduction to the fundamental principles of advanced data science, emphasizing its transformative impact on various industries. The chapter traces the evolution from traditional data analysis to sophisticated data science techniques, highlighting key milestones such as machine learning, big data technologies, and artificial intelligence.The scope and applications of advanced data science are examined, with a focus on its interdisciplinary intersections with machine learning and AI. Key concepts, including the data science lifecycle, data collection, management, and exploratory data analysis, are detailed. The chapter delves into advanced machine learning techniques, big data analytics, natural language processing, and their applications in business and industry.Ethical and legal considerations, such as data privacy, security, and ethical AI, are discussed, providing strategies for building fair and transparent AI systems. The chapter concludes with an overview of future trends, including advancements in AI, quantum computing, and innovations in data analytics, emphasizing their implications for practice and professional development. Keywords: Advanced Data Science, Data Analytics, Machine Learning, Artificial Intelligence, Big Data, Data Collection, Data Management, Exploratory Data Analysis, Supervised Learning, Unsupervised Learning, Deep Learning, Natural Language Processing, Data Privacy, Ethical AI, Quantum Computing, Internet of Things, Smart Cities, Predictive Analytics, Prescriptive Analytics, Data Visualization and Future Trends in Data Science. References: Chapter 6. Advanced Analytics and Predictive Modeling. (2019). Big Data Analytics Methods, 97–148. https://doi.org/10.1515/9781547401567-007 Paczkowski, W. R. (2021). Advanced Data Handling for Business Data Analytics. Business Analytics, 253–278. https://doi.org/10.1007/978-3-030-87023-2_9 Rogel-Salazar, J. (2020). Advanced Data Science and Analytics with Python. Chapman and Hall/CRC. https://doi.org/10.1201/9780429446641 Soofastaei, A. (2020). Advanced Data Analytics. Data Analytics Applied to the Mining Industry, 31–50. https://doi.org/10.1201/9780429433368-2 Teisseire, M., Roche, M., & Inkpen, D. (2018). Environmental and Geo-Spatial Data Analytics (EnGeoData’2018). 2018 IEEE 5th International Conference on Data Science and Advanced Analytics (DSAA). https://doi.org/10.1109/dsaa.2018.00073 Vuppalapati, C. (2023). Data Engineering Techniques for Artificial Intelligence and Advanced Analytics. Artificial Intelligence and Advanced Analytics for Food Security, 76–132. https://doi.org/10.1201/9781003323099-3 Watson, A., Das, S. K., & Ray, S. (2021). DaskDB: Scalable Data Science with Unified Data Analytics and In Situ Query Processing. 2021 IEEE 8th International Conference on Data Science and Advanced Analytics (DSAA). https://doi.org/10.1109/dsaa53316.2021.9564218","https://www.nationaleducationservices.org/file-download/1231112/Download%20Full-Text%20PDF%20Pp%2024-39_Signed.pdf",""
0,"Doug Rose","Avoiding Pitfalls in Defining Data Science",2016,"Data Science","Apress","https://doi.org/10.1007/978-1-4842-2253-9_5","",284,"2025-02-06 14:28:58","book-chapter","10.1007/978-1-4842-2253-9_5","","",,,39,41,0,0.00,0,1,9,"","http://link.springer.com/content/pdf/10.1007/978-1-4842-2253-9_5",""
0,"Safdar Hussain","How DEEP is your Data Science Project - A Proposed Data Science Methodology",2024,"","Elsevier BV","https://doi.org/10.2139/ssrn.4984991","",285,"2025-02-06 14:28:58","posted-content","10.2139/ssrn.4984991","","",,,,,0,0.00,0,1,1,"","",""
0,"Mila Getmansky Sherman, Ruey S. Tsay, Rong Chen, Markus Pelger, Sumanta Basu, Daniel R. Kowal, Rebecca Killick, Shawn Mankad, Ines Wilms, Abolfazl Safikhani, Linden McBride, David S. Matteson","<i>Data Science in Science:</i> Special Issue on Data Science in Modern Finance",2022,"Data Science in Science","Informa UK Limited","https://doi.org/10.1080/26941899.2022.2077008","",287,"2025-02-06 14:28:58","journal-article","10.1080/26941899.2022.2077008","2694-1899","",1,1,3,4,0,0.00,0,12,3,"","https://www.tandfonline.com/doi/pdf/10.1080/26941899.2022.2077008",""
0,"Ervin Varga","Introduction to Data Science",2019,"Practical Data Science with Python 3","Apress","https://doi.org/10.1007/978-1-4842-4859-1_1","",290,"2025-02-06 14:28:58","book-chapter","10.1007/978-1-4842-4859-1_1","","",,,1,27,0,0.00,0,1,6,"","http://link.springer.com/content/pdf/10.1007/978-1-4842-4859-1_1",""
0,"Adriano Rogério Bruno Tech","Desenvolvimento de uma ferramenta computacional para monitoramento e coleta de dados, baseado em conceitos de e-Science e Data Warehouse para aplicação na pecuária",2015,"","Universidade de Sao Paulo, Agencia USP de Gestao da Informacao Academica (AGUIA)","https://doi.org/10.11606/t.74.2008.tde-25032008-094134","",294,"2025-02-06 14:28:58","dissertation","10.11606/t.74.2008.tde-25032008-094134","","",,,,,0,0.00,0,1,10,"","http://www.teses.usp.br/teses/disponiveis/74/74131/tde-25032008-094134/publico/5574789.pdf",""
0,"Steffen Maletz, Konstantinos Fokianos, Roland Fried","Spatio-Temporal Count Autoregression",2024,"Data Science in Science","Informa UK Limited","https://doi.org/10.1080/26941899.2024.2425171","",295,"2025-02-06 14:28:58","journal-article","10.1080/26941899.2024.2425171","2694-1899","",3,1,,,0,0.00,0,3,1,"","https://www.tandfonline.com/doi/pdf/10.1080/26941899.2024.2425171",""
0,"","Why Data Science Projects Fail: Practical Principles for Data Science Success",2023,"Volume 00, Number 0","Institute for Operations Research and the Management Sciences (INFORMS)","https://doi.org/10.1287/lytx.2023.02.04","",297,"2025-02-06 14:28:58","dataset","10.1287/lytx.2023.02.04","","",,,,,0,0.00,0,0,2,"","",""
0,"","OUR-SCIENCE: DATA ON THE ABSENCE OF DATA",2013,"Cognitive Science and Psychoanalysis","Routledge","https://doi.org/10.4324/9781315827629-9","",298,"2025-02-06 14:28:58","book-chapter","10.4324/9781315827629-9","","",,,53,82,0,0.00,0,0,12,"","",""
0,"","Little Data, Big Data",2020,"Practical Data Science for Information Professionals","Facet","https://doi.org/10.29085/9781783303465.003","",300,"2025-02-06 14:28:58","other","10.29085/9781783303465.003","","",,,17,38,0,0.00,0,0,5,"","",""
0,"Liberty Vittert, Rita Ko","How Can Data Science Revolutionize Humanitarian Crises?",2022,"Harvard Data Science Review","MIT Press - Journals","https://doi.org/10.1162/99608f92.57898732","",302,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.57898732","","",,,,,0,0.00,0,2,3,"","",""
0,"Mujahid Khan","Data Science in Health Informatics: Harnessing Big Data for Healthcare",2023,"","Center for Open Science","https://doi.org/10.31219/osf.io/w56h7","",303,"2025-02-06 14:28:58","posted-content","10.31219/osf.io/w56h7","","",,,,,0,0.00,0,1,2,"<p>Data Science in Health Informatics: Harnessing Big Data forHealthcare</p>","",""
0,"Jeffrey Stanton","Data Science Methods for Psychology",2020,"Psychology","Oxford University Press","https://doi.org/10.1093/obo/9780199828340-0259","",304,"2025-02-06 14:28:58","reference-entry","10.1093/obo/9780199828340-0259","","",,,,,0,0.00,0,1,5,"<p>The term “data science” refers to an emerging field of research and practice that focuses on obtaining, processing, visualizing, analyzing, preserving, and re-using large collections of information. A related term, “big data,” has been used to refer to one of the important challenges faced by data scientists in many applied environments: the need to analyze large data sources, in certain cases using high-speed, real-time data analysis techniques. Data science encompasses much more than big data, however, as a result of many advancements in cognate fields such as computer science and statistics. Data science has also benefited from the widespread availability of inexpensive computing hardware—a development that has enabled “cloud-based” services for the storage and analysis of large data sets. The techniques and tools of data science have broad applicability in the sciences. Within the field of psychology, data science offers new opportunities for data collection and data analysis that have begun to streamline and augment efforts to investigate the brain and behavior. The tools of data science also enable new areas of research, such as computational neuroscience. As an example of the impact of data science, psychologists frequently use predictive analysis as an investigative tool to probe the relationships between a set of independent variables and one or more dependent variables. While predictive analysis has traditionally been accomplished with techniques such as multiple regression, recent developments in the area of machine learning have put new predictive tools in the hands of psychologists. These machine learning tools relax distributional assumptions and facilitate exploration of non-linear relationships among variables. These tools also enable the analysis of large data sets by opening options for parallel processing. In this article, a range of relevant areas from data science is reviewed for applicability to key research problems in psychology including large-scale data collection, exploratory data analysis, confirmatory data analysis, and visualization. This bibliography covers data mining, machine learning, deep learning, natural language processing, Bayesian data analysis, visualization, crowdsourcing, web scraping, open source software, application programming interfaces, and research resources such as journals and textbooks.</p>","",""
0,"","INTRODUCTION TO DATA SCIENCE",2019,"Data Science Using Python and R","Wiley","https://doi.org/10.1002/9781119526865.ch1","",305,"2025-02-06 14:28:58","other","10.1002/9781119526865.ch1","","",,,1,8,0,0.00,0,0,6,"","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2F9781119526865.ch1",""
0,"Mohammed Mahmoud","Data Science and Big Data in Biology, Physical Science and Engineering",2024,"","MDPI","https://doi.org/10.3390/books978-3-7258-0035-3","",306,"2025-02-06 14:28:58","book","10.3390/books978-3-7258-0035-3","","",,,,,0,0.00,0,1,1,"","",""
0,"Banaeian Far Saeed, Imani Rad Azadeh","When cryptography stops data science: strategies for resolving the conflicts between data scientists and cryptographers",2024,"Data Science and Management","Elsevier BV","https://doi.org/10.1016/j.dsm.2024.03.001","",307,"2025-02-06 14:28:58","journal-article","10.1016/j.dsm.2024.03.001","2666-7649","",7,3,238,255,0,0.00,0,2,1,"","https://api.elsevier.com/content/article/PII:S2666764924000134",""
0,"Bhavani Thuraisngham, Murat Kantarcioglu, Latifur Khan","Data Mining and Security",2022,"Secure Data Science","CRC Press","https://doi.org/10.1201/9781003081845-5","",308,"2025-02-06 14:28:58","book-chapter","10.1201/9781003081845-5","","",,,29,42,0,0.00,0,3,3,"","",""
0,"Bhavani Thuraisngham, Murat Kantarcioglu, Latifur Khan","Data Security and Privacy",2022,"Secure Data Science","CRC Press","https://doi.org/10.1201/9781003081845-4","",309,"2025-02-06 14:28:58","book-chapter","10.1201/9781003081845-4","","",,,15,28,0,0.00,0,3,3,"","",""
0,"Matthew S. Mayernik","Data Science as an Interdiscipline: Historical Parallels from Information Science",2023,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.5334/dsj-2023-016","",312,"2025-02-06 14:28:58","journal-article","10.5334/dsj-2023-016","1683-1470","",22,,,,0,0.00,0,1,2,"","",""
